tick,x,turbo,switch,a,v,dir,rad,piece_no,schedule_time,initial_schedule_safe,nodes_visited,leafs_visited,unsafe_cuts,ub_cuts,solution_improvements,schedule,predicted_angles,0_throttle_predictions
343,1,0,1,56,7.6,0,0,28,1.1,1,1004,0,121,525,0,1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 ,55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 44 ,55 54 53 51 49 46 43 40 36 32 29 26 22 19 16 14 11 8.6 6.4 4.4 2.5 0.86 -0.65 -2 -3.2 -4.3 -5.2 -6 -6.7 -7.3 -7.8 -8.2 -8.6 -8.8 -9 -9.1 -9.2 -9.2 -9.2 -9.2 -9.1 -9 -8.8 -8.7 -8.5 
344,0,0,1,55,7.6,0,0,28,3.3,1,1096,0,157,544,0,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 ,54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 44 48 ,54 53 51 49 46 42 39 35 31 27 23 20 16 13 10 7.3 4.8 2.6 0.48 -1.4 -3.1 -4.6 -5.9 -7 -8 -8.8 -9.6 -10 -11 -11 -11 -11 -12 -12 -12 -12 -11 -11 -11 -11 -11 -10 -10 -9.8 -9.5 
345,0,0,1,54,7.5,0,0,28,1.7,1,1138,0,117,568,0,0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 ,53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 44 48 51 ,53 51 49 46 42 39 35 31 27 23 20 16 13 10 7.3 4.8 2.6 0.48 -1.4 -3.1 -4.6 -5.9 -7 -8 -8.8 -9.6 -10 -11 -11 -11 -11 -12 -12 -12 -12 -11 -11 -11 -11 -11 -10 -10 -9.8 -9.5 -9.2 
346,0,0,1,53,7.3,0,0,28,1.2,1,1097,0,141,551,0,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 ,51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 44 48 51 54 ,51 49 46 42 39 35 31 27 23 20 16 13 10 7.3 4.8 2.6 0.48 -1.4 -3.1 -4.6 -5.9 -7 -8 -8.8 -9.6 -10 -11 -11 -11 -11 -12 -12 -12 -12 -11 -11 -11 -11 -11 -10 -10 -9.8 -9.5 -9.2 -8.9 
347,0,0,1,51,7.2,1,1e+02,29,1.8,1,1035,0,191,530,0,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0.1 ,49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 44 48 51 54 56 ,49 46 42 39 35 31 27 23 20 16 13 10 7.3 4.8 2.6 0.48 -1.4 -3.1 -4.6 -5.9 -7 -8 -8.8 -9.6 -10 -11 -11 -11 -11 -12 -12 -12 -12 -11 -11 -11 -11 -11 -10 -10 -9.8 -9.5 -9.2 -8.9 -8.6 
348,1,0,1,49,7,1,1e+02,29,1.1,1,931,2,231,481,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0.1 0 0 0 0 0 0 0 1 ,46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -8.9 -2.1 4.7 11 18 24 30 35 40 44 48 51 54 ,46 42 39 35 31 27 23 20 16 13 10 7.3 4.8 2.6 0.48 -1.4 -3.1 -4.6 -5.9 -7 -8 -8.8 -9.6 -10 -11 -11 -11 -11 -12 -12 -12 -12 -11 -11 -11 -11 -11 -10 -10 -9.8 -9.5 -9.2 -8.9 -8.6 -8.3 
349,1,0,1,46,7.1,1,1e+02,29,1.5,1,1055,2,396,506,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0.1 0 1 1 1 1 0 0 0 0 0 0 1 ,42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -51 -46 -40 -33 -26 -19 -12 -5 1.7 8.2 14 20 26 31 36 40 44 48 51 54 56 ,42 38 34 30 26 22 18 14 11 7.3 4.4 1.7 -0.77 -3 -4.9 -6.6 -8.1 -9.5 -11 -12 -12 -13 -13 -14 -14 -14 -14 -14 -14 -14 -14 -14 -13 -13 -13 -12 -12 -12 -11 -11 -10 -10 -9.6 -9.2 -8.8 
350,1,0,1,42,7.2,1,1e+02,29,1.4,1,1167,0,489,543,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0.1 0 1 1 1 1 0 0 0 0 0 0 1 0 ,38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -51 -46 -40 -33 -26 -19 -12 -5 1.7 8.2 14 20 26 31 36 40 44 48 51 54 56 57 ,38 34 30 25 21 16 12 8.4 4.9 1.6 -1.3 -4 -6.3 -8.4 -10 -12 -13 -14 -15 -16 -16 -17 -17 -17 -17 -17 -17 -17 -17 -16 -16 -16 -15 -15 -14 -14 -13 -13 -12 -12 -11 -11 -10 -9.6 -9.2 
351,1,0,1,38,7.2,1,1e+02,29,1.9,1,1381,0,653,609,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0.1 0 1 1 1 1 0 0 0 0 0 0 1 0 0 ,34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -51 -46 -40 -33 -26 -19 -12 -5 1.7 8.2 14 20 26 31 36 40 44 48 51 54 56 57 59 ,34 29 25 20 15 11 6.7 2.7 -0.89 -4.1 -7 -9.6 -12 -14 -15 -17 -18 -19 -20 -20 -20 -21 -21 -21 -20 -20 -20 -19 -19 -18 -18 -17 -17 -16 -15 -15 -14 -13 -13 -12 -12 -11 -10 -9.9 -9.4 
352,1,0,1,34,7.3,1,1e+02,29,1.7,1,1585,1,835,649,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 ,29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 ,29 24 19 15 9.8 5.3 0.96 -3 -6.6 -9.8 -13 -15 -17 -19 -20 -22 -23 -23 -24 -24 -24 -24 -24 -24 -23 -23 -22 -22 -21 -20 -19 -19 -18 -17 -16 -16 -15 -14 -13 -13 -12 -11 -11 -10 -9.5 
353,1,0,1,29,7.3,1,1e+02,29,2.2,1,1627,0,943,631,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 ,24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 57 ,24 19 14 9.1 4.2 -0.44 -4.8 -8.7 -12 -15 -18 -21 -23 -24 -25 -26 -27 -28 -28 -28 -28 -27 -27 -26 -26 -25 -24 -24 -23 -22 -21 -20 -19 -18 -17 -16 -16 -15 -14 -13 -12 -12 -11 -10 -9.5 
354,1,0,1,24,7.4,1,1e+02,29,1.7,1,1712,0,989,670,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 ,19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 57 58 ,19 14 8.6 3.4 -1.5 -6.2 -10 -14 -18 -21 -24 -26 -28 -29 -30 -31 -31 -32 -32 -31 -31 -31 -30 -29 -28 -27 -26 -25 -24 -23 -22 -21 -20 -19 -18 -17 -16 -15 -14 -13 -12 -12 -11 -10 -9.4 
355,1,0,1,19,7.4,1,1e+02,29,1.8,1,1812,0,1086,682,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 ,14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 57 58 59 ,14 8.3 2.9 -2.3 -7.2 -12 -16 -20 -23 -26 -29 -31 -33 -34 -35 -35 -36 -36 -35 -35 -34 -34 -33 -32 -31 -30 -28 -27 -26 -25 -23 -22 -21 -20 -19 -18 -16 -15 -14 -13 -13 -12 -11 -10 -9.2 
356,1,0,1,14,7.5,1,1e+02,29,1.8,1,1917,0,1189,693,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0.2 ,8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 57 58 59 60 ,8.2 2.7 -2.7 -8 -13 -18 -22 -26 -29 -32 -34 -36 -37 -38 -39 -39 -39 -39 -39 -38 -37 -36 -35 -34 -33 -31 -30 -29 -27 -26 -24 -23 -22 -20 -19 -18 -17 -16 -15 -13 -12 -12 -11 -9.7 -8.9 
357,1,0,1,8.2,7.5,1,1e+02,29,2.2,1,1944,0,1218,691,0,1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0.1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0.2 0.9 ,2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -52 -47 -41 -35 -29 -22 -16 -9.1 -2.8 3.2 9 15 20 25 30 34 38 41 45 47 50 52 54 56 57 58 59 60 60 ,2.6 -3 -8.5 -14 -19 -23 -27 -31 -34 -37 -39 -41 -42 -43 -43 -43 -43 -43 -42 -41 -40 -39 -37 -36 -34 -33 -31 -30 -28 -27 -25 -23 -22 -21 -19 -18 -17 -15 -14 -13 -12 -11 -10 -9.2 -8.4 
358,1,0,1,2.6,7.6,1,1e+02,30,2.8,1,1946,1,1250,671,1,1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-3.1 -8.8 -14 -20 -25 -30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 ,-3.1 -8.7 -14 -19 -24 -29 -33 -36 -39 -42 -44 -45 -46 -47 -47 -46 -46 -45 -44 -42 -41 -40 -38 -36 -35 -33 -31 -29 -28 -26 -24 -23 -21 -20 -18 -17 -15 -14 -13 -12 -11 -9.7 -8.8 -7.9 -7 
359,0,0,1,-3.1,7.6,1,1e+02,30,2.5,1,1725,0,1142,574,0,0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 ,-8.8 -14 -20 -25 -30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 57 ,-8.8 -14 -20 -25 -30 -34 -38 -41 -44 -47 -48 -50 -50 -50 -50 -49 -48 -47 -45 -44 -42 -40 -38 -37 -35 -33 -31 -29 -27 -25 -23 -22 -20 -18 -17 -15 -14 -13 -12 -10 -9.4 -8.4 -7.5 -6.6 -5.8 
360,1,0,1,-8.8,7.5,1,1e+02,30,1.6,1,1644,0,1068,577,0,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0 ,-14 -20 -25 -30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 57 58 ,-14 -20 -25 -30 -34 -38 -41 -44 -47 -48 -50 -50 -50 -50 -49 -48 -47 -45 -44 -42 -40 -38 -37 -35 -33 -31 -29 -27 -25 -23 -22 -20 -18 -17 -15 -14 -13 -12 -10 -9.4 -8.4 -7.5 -6.6 -5.8 -5 
361,1,0,1,-14,7.5,1,1e+02,30,1.8,1,1598,0,1044,550,0,1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0 0 ,-20 -25 -30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 57 58 58 ,-20 -25 -30 -35 -39 -43 -46 -48 -51 -52 -53 -53 -53 -52 -51 -49 -48 -46 -44 -42 -40 -38 -35 -33 -31 -29 -27 -25 -23 -21 -20 -18 -16 -15 -13 -12 -11 -9.6 -8.5 -7.5 -6.5 -5.6 -4.8 -4 -3.3 
362,1,0,1,-20,7.6,1,1e+02,30,1.6,1,1505,0,1014,492,0,1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0 0 0 ,-25 -30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 57 58 58 59 ,-25 -30 -35 -40 -44 -47 -50 -53 -54 -55 -54 -54 -52 -51 -49 -47 -44 -42 -40 -37 -35 -33 -30 -28 -26 -24 -22 -20 -18 -16 -14 -13 -11 -10 -8.7 -7.5 -6.3 -5.3 -4.3 -3.5 -2.6 -1.9 -1.2 -0.63 -0.079 
363,1,0,1,-25,7.6,1,1e+02,30,2.2,1,1456,0,987,464,0,1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0 0 0 0 ,-30 -35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 27 31 35 38 41 43 45 47 48 50 51 52 53 54 55 56 57 58 58 59 60 ,-30 -35 -40 -44 -48 -51 -54 -56 -56 -56 -55 -54 -52 -50 -47 -45 -42 -39 -37 -34 -31 -29 -26 -24 -22 -20 -18 -16 -14 -12 -10 -9 -7.6 -6.3 -5.1 -4 -3 -2 -1.2 -0.45 0.24 0.86 1.4 1.9 2.3 
364,1,0,1,-30,7.7,1,1e+02,30,1.3,1,1339,4,929,403,4,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 ,-35 -40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 28 32 35 39 42 45 48 50 52 54 56 57 58 58 59 59 59 60 60 60 60 60 ,-35 -40 -45 -49 -52 -55 -57 -58 -58 -57 -55 -53 -50 -48 -45 -42 -39 -35 -32 -30 -27 -24 -22 -19 -17 -15 -13 -11 -9 -7.4 -5.9 -4.5 -3.2 -2 -1 -0.042 0.82 1.6 2.3 2.9 3.4 3.9 4.3 4.6 4.9 
365,1,0,1,-35,7.7,1,1e+02,30,1.7,1,1168,0,830,336,0,1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0.3 ,-40 -45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 28 32 35 39 42 45 48 50 52 54 56 57 58 58 59 59 59 60 60 60 60 60 60 ,-40 -45 -49 -53 -56 -58 -59 -59 -58 -56 -53 -51 -47 -44 -41 -37 -34 -30 -27 -24 -21 -18 -16 -13 -11 -8.9 -7 -5.2 -3.5 -2 -0.7 0.52 1.6 2.6 3.5 4.2 4.9 5.5 6 6.4 6.7 7 7.3 7.4 7.6 
366,1,0,1,-40,7.8,1,1e+02,30,1.7,1,753,0,562,192,0,1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0.3 0.1 ,-45 -49 -54 -58 -60 -60 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.1 0.48 6.7 13 18 23 28 32 35 39 42 45 48 50 52 54 56 57 58 58 59 59 59 60 60 60 60 60 60 60 ,-45 -49 -53 -57 -59 -60 -60 -58 -56 -53 -50 -47 -43 -39 -35 -31 -27 -24 -20 -17 -14 -11 -8.9 -6.5 -4.3 -2.3 -0.56 1.1 2.5 3.8 4.9 5.9 6.8 7.6 8.2 8.7 9.2 9.5 9.8 10 10 10 10 10 10 
367,1,0,1,-45,7.6,1,1e+02,30,1.8,1,1219,14,819,353,14,1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.1 0.1 1 ,-49 -54 -57 -59 -59 -58 -55 -51 -46 -40 -33 -27 -20 -13 -6.3 0.25 6.5 12 18 23 27 31 35 38 40 43 44 46 47 48 49 50 51 52 52 53 53 54 55 55 56 57 58 59 60 ,-49 -53 -57 -59 -60 -60 -58 -56 -53 -50 -47 -43 -39 -35 -31 -27 -24 -20 -17 -14 -11 -8.9 -6.5 -4.3 -2.3 -0.56 1.1 2.5 3.8 4.9 5.9 6.8 7.6 8.2 8.7 9.2 9.5 9.8 10 10 10 10 10 10 10 
368,1,0,1,-49,7.5,1,1e+02,30,3.2,1,1341,20,862,427,20,1 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0.1 1 1 1 ,-53 -57 -59 -60 -59 -56 -53 -48 -43 -37 -30 -23 -16 -8.8 -1.8 5 11 17 23 28 33 37 40 43 46 48 50 51 53 54 54 55 56 56 57 57 58 58 59 59 59 60 60 60 60 ,-53 -57 -59 -60 -60 -58 -56 -53 -50 -47 -43 -39 -35 -31 -27 -24 -20 -17 -14 -11 -8.9 -6.5 -4.3 -2.3 -0.56 1.1 2.5 3.8 4.9 5.9 6.8 7.6 8.2 8.7 9.2 9.5 9.8 10 10 10 10 10 10 10 10 
369,1,0,1,-53,7.5,1,1e+02,30,2,1,1151,7,816,320,7,1 1 1 1 1 1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-57 -59 -59 -58 -55 -51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 ,-57 -59 -60 -59 -58 -55 -52 -48 -44 -40 -36 -31 -27 -23 -19 -15 -12 -8.3 -5.3 -2.6 -0.18 2 4 5.7 7.3 8.6 9.8 11 12 12 13 13 14 14 14 14 14 14 14 14 14 13 13 13 12 
370,1,0,1,-57,7.6,-1,1e+02,31,1.2,1,878,0,690,189,0,1 1 1 1 1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-59 -59 -58 -55 -51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 ,-59 -59 -59 -56 -54 -50 -46 -41 -37 -32 -27 -22 -18 -13 -9 -5.1 -1.6 1.6 4.5 7 9.3 11 13 14 16 17 17 18 19 19 19 19 19 19 19 19 18 18 18 17 17 16 16 15 15 
371,1,0,1,-59,7.6,-1,1e+02,31,1.1,1,752,0,609,144,0,1 1 1 1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-59 -58 -55 -51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 ,-59 -58 -56 -53 -49 -44 -39 -34 -28 -23 -18 -13 -7.9 -3.3 0.98 4.9 8.3 11 14 16 18 20 22 23 24 24 25 25 25 25 25 25 24 24 23 23 22 22 21 20 19 19 18 17 17 
372,1,0,1,-59,7.7,-1,1e+02,31,0.61,1,619,0,524,96,0,1 1 1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-58 -55 -51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 ,-58 -56 -52 -48 -43 -37 -31 -26 -20 -14 -8.4 -3 2 6.6 11 15 18 21 24 26 27 29 30 31 31 31 31 31 31 31 30 30 29 28 27 26 26 25 24 23 22 21 20 19 18 
373,1,0,1,-58,7.7,-1,1e+02,31,0.69,1,483,0,430,54,0,1 1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-55 -51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 53 ,-55 -52 -47 -42 -36 -30 -23 -17 -11 -4.5 1.3 6.8 12 17 21 24 28 30 33 34 36 37 38 38 38 38 38 37 37 36 35 34 33 32 31 30 29 27 26 25 24 23 22 20 19 
374,1,0,1,-55,7.8,-1,1e+02,31,0.47,1,353,0,334,20,0,1 0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-51 -46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 53 50 ,-51 -47 -41 -35 -28 -21 -14 -7.7 -1.1 5.2 11 17 22 26 30 34 37 39 41 43 44 45 45 45 45 44 44 43 42 41 40 38 37 36 34 33 31 30 28 27 25 24 23 22 20 
375,0.5,0,1,-51,7.8,-1,1e+02,31,0.36,1,269,0,261,9,0,0.5 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-46 -40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 53 50 47 ,-46 -41 -34 -27 -20 -13 -5.3 1.7 8.5 15 21 26 31 36 40 43 46 48 50 51 52 52 52 52 51 50 49 48 47 45 44 42 40 39 37 35 33 32 30 28 27 25 24 22 21 
376,0,0,1,-46,7.7,-1,1e+02,31,0.21,1,224,0,219,6,0,0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 53 50 47 45 ,-40 -34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 42 46 49 51 53 54 55 55 55 55 54 53 52 51 50 48 46 44 43 41 39 37 35 33 32 30 28 27 25 23 22 20 
377,0,0,1,-40,7.6,-1,1e+02,31,0.23,1,199,0,196,4,0,0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 43 46 49 52 53 55 56 57 58 58 59 59 59 59 59 59 59 59 59 59 59 60 60 60 59 58 57 55 53 50 47 45 42 ,-34 -27 -19 -12 -4.4 2.9 9.9 17 23 29 34 38 42 46 49 51 53 54 55 55 55 55 54 53 52 51 50 48 46 44 43 41 39 37 35 33 32 30 28 27 25 23 22 20 19 
