tick,x,turbo,switch,a,v,dir,rad,piece_no,schedule_time,initial_schedule_safe,nodes_visited,leafs_visited,unsafe_cuts,ub_cuts,solution_improvements,schedule,predicted_angles,0_throttle_predictions
307,1,0,1,9.7,8.3,0,0,25,0.85,1,786,0,567,220,0,1 1 1 1 1 0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,7.3 5 3 1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 ,7.3 5 3 1.1 -0.66 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -8 -8.1 -7.8 -7.2 -6.3 -5.3 -4.2 -3.1 -2 -0.93 0.029 0.89 1.7 2.3 2.9 3.5 3.9 4.3 4.6 4.9 5.1 5.2 5.3 5.4 5.5 5.5 5.5 5.4 5.3 5.3 5.2 5.1 4.9 4.8 
308,1,0,1,7.3,8.3,0,0,25,0.81,1,770,0,593,178,0,1 1 1 1 0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 ,5 3 1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 ,5 3 1.1 -0.67 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -8 -8.1 -7.6 -6.8 -5.7 -4.5 -3.1 -1.7 -0.29 1.1 2.3 3.4 4.4 5.2 6 6.6 7.1 7.6 7.9 8.2 8.4 8.5 8.5 8.6 8.5 8.5 8.3 8.2 8.1 7.9 7.7 7.5 7.2 7 6.7 
309,1,0,1,5,8.4,0,0,25,0.97,1,727,0,586,142,0,1 1 1 0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 ,3 1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 ,3 1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -8 -8 -7.4 -6.4 -5.1 -3.6 -1.9 -0.2 1.5 3.2 4.7 6.1 7.4 8.5 9.4 10 11 11 12 12 12 12 12 12 12 12 12 11 11 11 11 10 9.8 9.5 9.1 8.7 
310,1,0,1,3,8.4,0,0,25,0.61,1,697,0,578,119,0,1 1 0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 ,1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 ,1.1 -0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.4 -6.6 -5.3 -3.7 -1.7 0.4 2.6 4.9 7.1 9.2 11 13 15 16 17 18 19 19 19 20 20 20 19 19 19 18 18 17 17 16 16 15 14 14 13 13 12 
311,1,0,1,1.1,8.4,0,0,25,0.85,1,629,0,517,113,0,1 0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 ,-0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 ,-0.68 -2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.3 -6.3 -4.9 -2.9 -0.66 1.8 4.4 7 9.6 12 14 17 18 20 21 23 23 24 24 25 25 24 24 24 23 23 22 22 21 20 19 19 18 17 16 15 15 14 
312,0.1,0,1,-0.68,8.5,0,0,25,0.48,1,550,0,465,86,0,0.1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 ,-2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 ,-2.2 -3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6.1 -4.3 -2.1 0.47 3.3 6.3 9.3 12 15 18 20 22 24 26 27 29 29 30 30 30 30 30 29 29 28 27 26 25 24 24 23 22 21 20 19 18 17 16 
313,0,0,1,-2.2,8.3,0,0,25,0.51,1,486,0,396,89,0,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 ,-3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 ,-3.6 -4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 
314,0,0,1,-3.6,8.1,0,0,25,0.71,1,454,0,354,97,0,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 ,-4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 ,-4.8 -5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 
315,0,0,1,-4.8,8,0,0,25,0.38,1,392,0,304,88,0,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 0.1 ,-5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 -29 ,-5.8 -6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 
316,0,0,1,-5.8,7.8,0,0,25,0.46,1,355,0,255,96,0,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 0.1 0 ,-6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 -29 -35 ,-6.7 -7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 
317,0,0,1,-6.7,7.7,0,0,25,0.53,1,342,0,217,116,0,0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 0.1 0 0 ,-7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 -29 -35 -40 ,-7.4 -7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 
318,0,0,1,-7.4,7.5,-1,1e+02,26,0.5,1,327,0,164,143,0,0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 0.1 0 0 0 ,-7.1 -6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 -29 -35 -40 -45 ,-7.1 -6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 
319,0,0,1,-7.1,7.4,-1,1e+02,26,0.35,1,314,0,139,150,0,0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.8 0 0 0 0 0 0 0.1 0 0 0 0 ,-6 -4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 13 5.9 -1.7 -9.1 -16 -23 -29 -35 -40 -45 -49 ,-6 -4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 
320,0,0,1,-6,7.2,-1,1e+02,26,0.89,1,336,1,88,189,1,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0.1 0 0 0 0 1 ,-4.3 -2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 14 7.6 0.82 -5.8 -12 -19 -25 -30 -36 -41 -45 -49 ,-4.3 -2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 9.6 
321,0,0,1,-4.3,7.1,-1,1e+02,26,0.36,1,321,0,53,207,0,0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0.1 0 0 0 0 1 0 ,-2 0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 14 7.6 0.82 -5.8 -12 -19 -25 -30 -36 -41 -45 -49 -52 ,-2 0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 9.6 9 
322,0,0,1,-2,6.9,-1,1e+02,26,0.54,1,327,0,31,218,0,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0.1 0 0 0 0 1 0 0 ,0.59 3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 14 7.6 0.82 -5.8 -12 -19 -25 -30 -36 -41 -45 -49 -52 -55 ,0.59 3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 9.6 9 8.3 
323,0,0,1,0.59,6.8,-1,1e+02,26,0.31,1,270,0,24,177,0,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0.1 0 0 0 0 1 0 0 0 ,3.5 6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 54 50 46 40 34 28 21 14 7.6 0.82 -5.8 -12 -19 -25 -30 -36 -41 -45 -49 -52 -55 -57 ,3.5 6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 9.6 9 8.3 7.8 
324,1,0,1,3.5,6.7,-1,1e+02,26,0.34,1,269,1,26,189,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.1 0 0.1 0 1 1 1 1 1 1 1 ,6.4 9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 55 52 48 44 40 35 29 24 18 12 5.6 -0.69 -7 -13 -19 -25 -30 -35 -40 -44 -48 -52 -55 ,6.4 9.5 12 15 18 21 23 25 27 28 29 30 30 31 31 30 30 30 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 11 10 9.6 9 8.3 7.8 7.2 
325,1,0,1,6.4,6.7,-1,1e+02,26,0.49,1,260,0,56,183,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.1 0 0.1 0 1 1 1 1 1 1 1 1 ,9.6 13 16 20 23 27 30 34 38 42 45 49 53 56 58 59 60 60 59 58 57 55 52 48 44 40 35 29 24 18 12 5.6 -0.69 -7 -13 -19 -25 -30 -35 -40 -44 -48 -52 -55 -58 ,9.6 13 16 19 22 24 27 29 30 32 33 33 34 34 34 34 33 33 32 31 30 29 28 27 26 25 24 23 22 20 19 18 17 16 15 14 13 12 12 11 10 9.4 8.7 8.1 7.4 
326,1,0,1,9.6,6.8,-1,1e+02,26,0.54,1,275,5,85,176,5,1 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,13 16 20 23 26 30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 ,13 16 19 22 25 28 30 32 34 35 36 37 38 38 38 37 37 36 35 34 33 32 31 30 28 27 26 24 23 22 21 19 18 17 16 15 14 13 12 11 11 9.7 9 8.3 7.6 
327,0.1,0,1,13,6.9,-1,1e+02,26,0.26,1,188,0,66,123,0,0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,16 20 23 26 30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 ,16 20 23 26 29 32 34 36 38 39 40 41 41 41 41 41 40 39 38 37 36 34 33 32 30 29 28 26 25 23 22 21 19 18 17 16 15 14 13 12 11 10 9.3 8.5 7.8 
328,1,0,1,16,6.7,-1,1e+02,27,0.23,1,135,0,36,100,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 ,20 23 26 30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 ,20 23 26 29 32 34 36 38 39 40 41 42 42 41 41 40 39 38 37 36 35 33 32 31 29 28 26 25 24 22 21 20 18 17 16 15 14 13 12 11 10 9.4 8.6 7.9 7.2 
329,1,0,1,20,6.8,-1,1e+02,27,0.2,1,148,0,40,109,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 ,23 26 30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 ,23 26 29 32 35 37 40 41 43 44 44 45 45 44 44 43 42 41 40 38 37 36 34 32 31 29 28 26 25 23 22 20 19 18 17 15 14 13 12 11 10 9.5 8.7 7.9 7.2 
330,1,0,1,23,6.9,-1,1e+02,27,0.29,1,146,0,40,106,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 ,26 30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 ,26 30 33 36 38 41 43 45 46 47 47 47 47 47 46 45 44 43 41 40 38 37 35 33 31 30 28 26 25 23 22 20 19 18 16 15 14 13 12 11 9.9 9 8.2 7.4 6.7 
331,1,0,1,26,6.9,-1,1e+02,27,0.19,1,149,0,44,106,0,1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 ,30 33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 ,30 33 36 39 42 44 46 48 49 50 50 50 50 49 48 47 46 44 42 41 39 37 35 34 32 30 28 27 25 23 22 20 19 17 16 15 13 12 11 10 9.3 8.4 7.6 6.8 6.1 
332,1,0,1,30,7,-1,1e+02,27,0.24,1,153,0,47,106,0,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 ,33 36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 ,33 36 40 42 45 48 50 51 52 52 52 52 51 51 49 48 47 45 43 41 39 37 36 34 32 30 28 26 24 23 21 19 18 17 15 14 13 12 10 9.4 8.5 7.6 6.8 6 5.3 
333,1,0,1,33,7,-1,1e+02,27,0.34,1,197,0,57,140,0,1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 ,36 40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 ,36 40 43 46 49 51 53 54 54 55 54 54 53 52 50 49 47 45 43 41 39 37 35 33 31 29 27 25 23 22 20 18 17 16 14 13 12 10 9.4 8.4 7.5 6.6 5.8 5.1 4.4 
334,1,0,1,36,7.1,-1,1e+02,27,0.43,1,216,0,60,153,0,1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 ,40 43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 ,40 43 46 49 52 54 55 56 56 56 56 55 53 52 50 49 47 45 43 41 38 36 34 32 30 28 26 24 22 20 19 17 16 14 13 12 10 9.2 8.2 7.2 6.3 5.4 4.7 3.9 3.3 
335,1,0,1,40,7.2,-1,1e+02,27,0.28,1,219,0,65,153,0,1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 ,43 47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 ,43 47 50 52 54 55 56 56 55 55 54 52 51 49 47 45 43 41 39 36 34 32 30 28 26 24 22 20 18 17 15 14 12 11 9.7 8.6 7.5 6.5 5.6 4.7 3.9 3.2 2.6 1.9 1.4 
336,1,0,1,43,7.2,-1,1e+02,27,0.53,1,299,0,67,216,0,1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 ,47 50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 ,47 50 52 54 55 56 56 56 55 54 53 51 49 47 45 43 41 39 36 34 32 30 28 26 23 22 20 18 16 15 13 12 10 9 7.9 6.8 5.8 4.9 4 3.2 2.5 1.8 1.2 0.68 0.19 
337,1,0,1,47,7.3,-1,1e+02,27,0.65,1,342,0,67,244,0,1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 ,50 53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 ,50 53 54 56 56 56 56 55 54 53 51 49 47 45 43 41 38 36 34 31 29 27 25 23 21 19 17 15 14 12 11 9.4 8.1 7 5.9 4.9 4 3.1 2.4 1.6 1 0.42 -0.1 -0.58 -1 
338,1,0,1,50,7.3,0,0,28,0.68,1,381,0,65,262,0,1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 ,53 54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 ,53 54 56 56 56 56 55 54 52 51 49 47 45 42 40 38 35 33 30 28 26 24 22 20 18 16 14 13 11 9.6 8.3 7 5.9 4.8 3.8 2.9 2.1 1.4 0.7 0.087 -0.47 -0.96 -1.4 -1.8 -2.1 
339,1,0,1,53,7.4,0,0,28,0.98,1,494,0,62,343,0,1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 ,54 56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 ,54 56 56 56 56 55 54 52 50 48 46 43 41 39 36 34 31 29 26 24 22 20 18 16 14 12 11 9.1 7.7 6.4 5.2 4.1 3 2.1 1.3 0.51 -0.18 -0.8 -1.4 -1.8 -2.3 -2.7 -3 -3.3 -3.5 
340,1,0,1,54,7.4,0,0,28,0.72,1,588,0,74,378,0,1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 ,56 56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 ,56 56 56 56 55 53 52 50 48 45 42 40 37 34 32 29 27 24 22 20 17 15 13 12 10 8.4 6.9 5.6 4.3 3.2 2.1 1.1 0.28 -0.5 -1.2 -1.8 -2.4 -2.9 -3.3 -3.7 -4 -4.3 -4.5 -4.7 -4.8 
341,1,0,1,56,7.5,0,0,28,1.3,1,706,0,87,430,0,1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 ,56 56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 ,56 56 56 55 53 52 49 47 44 41 39 36 33 30 27 24 22 19 17 15 13 11 9.1 7.4 5.8 4.4 3.1 1.9 0.78 -0.2 -1.1 -1.9 -2.6 -3.2 -3.8 -4.2 -4.6 -5 -5.3 -5.5 -5.7 -5.9 -6 -6 -6.1 
342,1,0,1,56,7.5,0,0,28,1.1,1,820,0,111,449,0,1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.4 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 ,56 55 54 53 51 49 46 42 38 34 29 24 19 14 8.2 2.6 -3.1 -8.8 -14 -20 -26 -31 -37 -42 -47 -52 -56 -59 -59 -58 -55 -50 -45 -38 -31 -24 -16 -7.9 -0.16 7.4 15 21 28 34 39 ,56 55 54 53 51 49 47 44 40 37 34 31 28 25 22 19 17 14 12 9.8 7.8 6 4.3 2.8 1.4 0.14 -1 -2 -2.9 -3.7 -4.4 -5 -5.6 -6 -6.4 -6.7 -6.9 -7.1 -7.3 -7.4 -7.4 -7.4 -7.4 -7.4 -7.3 
